Country,Month,Temperature,Humidity
Gambia,June,32.54,30.86
Morocco,August,45.52,78.04
Tanzania,May,25.72,58.04
Togo,July,45.4,37.56
Algeria,June,40.25,55.46
Zambia,August,20.93,17.8
Sudan,August,35.35,26.9
Sierra Leone,June,22.42,26.94
Uganda,May,23.16,78.25
Burkina Faso,July,49.29,83.91
Madagascar,July,32.69,22.12
Malawi,June,27.58,67.3
Mauritius,July,43.92,15.28
Morocco,July,36.95,45.18
Cameroon,June,22.62,41.2
Benin,August,26.81,52.11
Lesotho,August,38.95,52.11
Central African Republic,June,41.28,42.56
Zambia,July,28.48,74.13
Burkina Faso,June,44.64,42.56
Tunisia,August,30.15,74.22
Botswana,August,32.29,60.94
Sierra Leone,May,46.24,36.3
Somalia,May,27.22,27.22
Congo,July,40.27,41.76
Liberia,July,40.88,71.99
Seychelles,May,45.13,58.32
Djibouti,May,44.71,15.47
Mali,August,26.56,79.75
Rwanda,May,47.28,26.63
Liberia,August,23.63,44.78
Madagascar,July,25.93,60.64
Tunisia,August,22.82,83.35
Ivory Coast,July,38.14,34.67
Seychelles,July,42.49,59.73
Sierra Leone,August,30.7,82.92
Morocco,August,39.2,72.33
Niger,June,44.99,56.42
Ethiopia,June,40.4,62.58
South Africa,May,21.73,23.96
Eswatini,June,43.6,81.29
Eritrea,August,36.32,21.32
Ivory Coast,August,34.68,54.29
Mali,July,30.53,22.0
Ghana,May,48.86,52.19
Botswana,June,45.47,62.09
Tunisia,July,25.05,46.6
Kenya,August,35.39,84.0
Central African Republic,July,42.64,75.35
Morocco,June,42.36,39.79
Guinea-Bissau,June,36.93,34.67
Eritrea,July,37.4,71.07
Mali,June,46.09,14.72
Sierra Leone,August,35.07,35.79
South Sudan,July,40.19,34.2
Democratic Republic of the Congo,May,27.73,16.07
Equatorial Guinea,August,47.79,14.25
Democratic Republic of the Congo,August,46.43,76.96
Senegal,June,25.36,29.3
Eswatini,June,21.53,52.58
Mali,June,35.96,30.92
Eritrea,July,40.68,60.23
Mauritania,May,31.54,37.54
Botswana,June,31.25,12.6
Guinea-Bissau,May,47.17,10.93
Egypt,July,33.61,58.14
Nigeria,May,33.74,64.87
Ivory Coast,June,23.16,74.18
Zimbabwe,June,34.66,47.87
Burkina Faso,May,34.08,81.56
Nigeria,May,21.88,52.29
Ghana,August,22.73,72.9
Gambia,May,23.91,56.66
Sudan,June,31.38,13.13
Kenya,May,48.39,31.35
Niger,June,30.05,89.89
South Sudan,July,23.55,23.76
Tunisia,August,22.81,61.03
Tunisia,July,22.6,16.38
Botswana,June,22.33,47.75
Nigeria,May,44.08,10.58
Angola,July,41.12,75.7
Burkina Faso,June,42.53,12.41
Sao Tome and Principe,June,30.28,26.63
Liberia,July,31.33,13.25
Djibouti,August,42.72,65.29
Burundi,July,40.02,89.97
Sudan,July,24.51,27.43
Eritrea,August,47.72,29.18
Tunisia,August,24.87,51.83
Benin,May,35.33,68.96
Angola,July,22.18,86.07
Mauritania,August,42.75,66.26
Eswatini,August,34.85,22.05
Mozambique,August,49.82,13.65
Equatorial Guinea,June,34.57,28.43
Sao Tome and Principe,June,23.71,31.79
Sierra Leone,May,42.26,63.57
Togo,June,29.55,58.92
Sao Tome and Principe,June,30.39,73.32
Guinea,August,30.17,33.73
Equatorial Guinea,July,29.54,71.79
Gambia,August,24.66,49.18
Cabo Verde,August,23.84,31.72
Kenya,August,25.16,79.46
South Africa,June,42.76,84.16
Sao Tome and Principe,May,20.78,28.68
Cabo Verde,May,38.13,44.55
Tunisia,July,40.8,65.98
Chad,June,24.44,81.86
Benin,August,42.64,62.02
Togo,May,32.26,40.69
Guinea-Bissau,August,49.44,28.94
Mali,June,23.95,55.06
Niger,June,48.78,67.93
Kenya,August,41.12,70.99
Senegal,July,37.8,86.04
Morocco,June,35.49,86.93
Eswatini,August,30.6,74.43
Mozambique,June,35.98,81.89
Niger,August,33.76,89.02
Tunisia,July,45.41,68.32
Malawi,July,36.64,70.5
Gambia,May,30.58,28.36
Democratic Republic of the Congo,August,23.46,88.36
Mauritius,July,43.13,87.78
Morocco,May,36.02,54.98
Lesotho,May,48.1,17.69
Libya,July,25.71,30.68
Seychelles,August,39.03,40.24
Togo,May,22.4,78.96
Namibia,July,33.76,61.05
Ghana,August,29.37,42.6
South Africa,June,27.89,37.41
Somalia,May,21.02,24.69
Benin,May,22.39,71.95
Mauritania,July,33.2,53.01
Morocco,July,23.87,47.46
Madagascar,May,45.87,76.71
Botswana,August,25.43,27.08
Egypt,May,38.01,25.75
Tunisia,July,26.84,14.13
Zambia,June,42.97,17.27
South Sudan,May,20.38,69.98
South Sudan,July,25.3,81.51
Botswana,May,26.27,50.08
Morocco,July,34.42,50.96
Chad,July,40.12,54.42
Congo,July,37.22,35.5
Liberia,July,31.05,21.98
Eritrea,July,34.14,19.96
Namibia,May,20.07,86.77
Somalia,August,33.73,75.02
Togo,June,42.93,39.3
Mauritius,May,45.67,63.27
Gambia,June,31.71,39.89
Ivory Coast,July,40.48,14.25
Cameroon,June,28.47,58.19
Niger,June,44.64,63.9
Botswana,June,20.74,63.27
Botswana,June,33.79,75.73
Liberia,June,20.36,47.61
Comoros,June,22.62,35.17
Namibia,July,27.86,31.64
Chad,July,31.79,10.45
Somalia,May,42.18,58.04
Cabo Verde,June,44.05,87.24
Djibouti,July,25.23,33.51
Algeria,May,22.48,62.24
Madagascar,May,26.16,63.55
Kenya,June,32.89,38.13
Zambia,August,24.52,76.42
Lesotho,August,22.45,18.84
Lesotho,July,45.42,38.14
Nigeria,May,36.08,42.3
Zimbabwe,August,23.89,51.86
Mauritius,June,28.39,25.23
Guinea,August,48.15,66.34
Liberia,July,39.58,40.08
Djibouti,July,21.05,58.97
Burkina Faso,August,42.78,41.1
Uganda,May,20.2,41.06
Senegal,July,29.14,26.11
Equatorial Guinea,July,24.48,33.65
Cabo Verde,May,49.89,22.49
Gambia,May,42.07,46.32
Libya,August,35.08,69.3
Benin,June,49.11,20.37
Sao Tome and Principe,June,37.0,65.89
Lesotho,May,28.27,48.55
Ghana,July,25.17,60.4
Mauritania,July,47.63,79.58
Burkina Faso,July,31.14,40.97
South Africa,May,27.44,52.92
Niger,June,34.4,30.56
Ghana,August,25.93,12.73
Benin,June,43.92,27.35
Algeria,May,24.36,33.85
Sao Tome and Principe,August,46.12,59.7
Zimbabwe,June,26.96,81.84
Malawi,May,25.44,77.03
Mozambique,July,25.5,53.65
Algeria,May,20.52,60.1
Sierra Leone,July,21.73,76.23
Malawi,May,28.01,78.81
Gabon,June,27.78,48.27
Rwanda,July,43.77,54.83
Botswana,July,22.5,74.21
Congo,July,37.25,45.39
Niger,May,39.22,59.19
Nigeria,July,27.19,47.12
Niger,August,38.02,54.85
Mauritius,July,49.21,49.86
Comoros,July,26.47,62.86
Somalia,June,41.3,61.29
Comoros,May,35.02,12.68
South Africa,August,26.08,85.44
Guinea-Bissau,May,31.71,55.84
Somalia,July,43.27,45.0
Sudan,August,28.22,12.23
Gambia,July,39.41,60.12
Lesotho,May,31.54,83.39
Tanzania,June,37.52,59.56
Sao Tome and Principe,May,22.69,37.95
Somalia,June,26.12,55.76
Comoros,July,46.62,22.19
Niger,May,31.31,76.34
Uganda,July,23.37,57.49
Cameroon,July,22.95,25.57
Sierra Leone,May,42.75,22.52
Gabon,May,41.94,56.02
Libya,May,27.9,52.94
Guinea,August,28.41,37.92
Djibouti,June,20.44,12.95
Burundi,May,25.75,70.47
Comoros,May,34.74,51.81
Egypt,July,36.91,34.7
Madagascar,June,22.85,80.47
Togo,May,38.25,59.52
South Africa,May,29.09,82.89
Togo,August,29.34,65.3
Comoros,May,37.67,37.02
South Sudan,August,32.58,83.72
South Africa,August,21.77,23.71
Zambia,May,49.74,52.58
Zimbabwe,June,34.38,29.73
Democratic Republic of the Congo,June,43.3,50.91
Ghana,July,30.04,17.72
Eritrea,May,26.73,33.38
Mozambique,August,45.52,77.82
Zimbabwe,July,49.91,47.79
Libya,July,48.57,63.08
Benin,May,27.91,10.75
Zimbabwe,August,40.33,85.14
Gambia,May,41.21,38.36
Senegal,August,41.14,21.36
Benin,May,31.57,57.74
Liberia,August,29.72,81.33
Mozambique,July,34.09,70.68
Central African Republic,July,47.29,72.99
South Sudan,July,31.94,44.59
Democratic Republic of the Congo,May,20.28,65.15
Libya,June,44.74,79.51
Botswana,May,48.45,84.8
Liberia,August,43.38,78.21
Cabo Verde,July,46.94,42.42
Libya,August,49.44,81.86
Gambia,June,34.56,21.39
Rwanda,July,35.51,57.77
Chad,August,31.33,34.18
Eritrea,June,42.36,80.65
Botswana,May,40.05,26.15
Tunisia,July,37.14,19.31
Comoros,August,22.71,44.59
Ethiopia,August,40.83,17.2
Rwanda,August,44.27,10.04
Togo,August,27.33,84.09
Gabon,July,35.75,18.99
South Sudan,June,48.73,37.82
Tanzania,June,44.1,58.19
Morocco,May,26.49,57.51
Sierra Leone,July,33.43,70.05
Nigeria,August,32.45,21.5
Lesotho,June,37.49,48.09
Tunisia,July,24.76,19.32
Chad,June,47.26,22.34
Tunisia,August,31.1,85.68
Chad,August,33.23,37.26
Zimbabwe,August,45.56,16.67
Congo,July,28.56,26.68
Mali,July,30.65,81.72
Sao Tome and Principe,July,48.49,27.65
Comoros,June,32.24,78.78
Mali,May,38.27,46.96
Senegal,August,22.91,43.08
Zimbabwe,June,32.03,73.41
Botswana,June,32.45,33.53
Tanzania,July,36.8,84.91
Burundi,June,35.66,29.58
Seychelles,May,31.47,44.3
Botswana,July,26.97,65.98
Togo,June,30.57,35.22
Sao Tome and Principe,June,35.82,73.32
Comoros,May,24.23,10.29
Benin,August,44.08,86.17
Madagascar,June,35.85,82.4
South Sudan,May,34.57,37.34
Ghana,July,35.42,34.42
Gabon,July,39.65,15.41
Zimbabwe,May,27.34,69.42
Congo,August,24.09,38.01
Tanzania,May,27.65,73.26
Mozambique,May,21.95,18.32
Ivory Coast,May,39.08,49.13
Kenya,May,29.4,63.5
Malawi,June,24.68,46.45
Kenya,July,27.4,17.38
Seychelles,June,22.83,37.57
Djibouti,June,24.55,39.79
Somalia,June,34.8,82.51
Togo,August,30.69,61.32
Eritrea,July,22.44,25.02
Cameroon,May,22.24,79.06
Equatorial Guinea,August,49.24,63.58
Eritrea,May,39.37,15.88
Sudan,June,35.35,53.58
Niger,May,40.42,57.09
Ethiopia,May,34.44,83.05
Mauritius,June,33.35,44.71
Sierra Leone,August,49.82,79.16
South Africa,June,37.62,55.94
Namibia,July,22.32,23.29
Senegal,May,26.95,61.06
Zambia,June,43.42,64.49
Angola,July,42.44,79.88
Ghana,June,44.57,69.12
Gabon,July,38.77,85.53
Kenya,July,30.95,40.1
Congo,August,29.66,21.85
Ghana,June,36.11,60.25
Democratic Republic of the Congo,May,39.35,44.56
Eswatini,July,20.96,52.83
Ethiopia,June,30.65,46.24
Morocco,June,48.28,17.09
Mauritania,August,22.46,37.37
Zambia,June,33.66,84.43
Morocco,May,42.09,84.99
Namibia,August,20.79,65.38
Malawi,August,21.03,24.37
Niger,July,22.52,59.68
South Africa,May,48.63,79.89
Nigeria,May,37.68,53.5
Gambia,July,25.11,67.59
Botswana,May,36.72,36.9
Togo,July,47.1,54.85
Sao Tome and Principe,July,45.4,60.35
Mali,July,32.84,89.15
Nigeria,May,45.92,38.52
Guinea-Bissau,July,31.88,35.33
Ethiopia,August,36.4,50.16
Congo,August,25.21,27.63
Mali,August,47.9,46.88
Libya,May,38.58,37.55
Zimbabwe,July,40.63,70.06
Angola,July,32.99,25.74
Guinea,July,44.98,75.76
Angola,July,43.58,89.55
South Africa,June,26.66,64.58
Mozambique,July,43.54,44.57
Guinea,June,33.95,84.56
Ethiopia,August,33.79,51.07
Liberia,May,25.72,11.52
Liberia,June,34.12,35.98
Zimbabwe,August,49.72,56.13
Tanzania,August,41.4,46.32
South Sudan,June,40.76,24.29
Mauritania,May,20.34,66.86
Botswana,June,49.32,32.74
Eswatini,June,21.5,31.9
Zambia,June,42.89,75.22
Mauritania,August,26.12,15.68
Equatorial Guinea,July,23.83,11.62
Sao Tome and Principe,July,26.87,60.47
Benin,June,28.04,75.33
Democratic Republic of the Congo,May,43.61,12.33
Uganda,June,40.38,44.56
Mozambique,June,48.52,80.78
Burundi,May,26.59,18.85
Madagascar,June,22.76,67.55
Sierra Leone,May,42.27,16.11
Lesotho,July,41.05,42.92
Somalia,August,30.54,28.44
Central African Republic,May,36.96,30.13
Tunisia,August,23.64,11.16
Sao Tome and Principe,August,40.55,36.86
Sudan,May,20.27,77.31
Senegal,June,27.6,73.95
Gambia,July,49.1,26.43
Mauritius,August,46.14,54.26
Mauritania,July,36.09,74.18
Lesotho,May,30.33,38.68
Gambia,June,48.43,52.03
Somalia,June,38.99,12.03
Seychelles,July,25.12,12.07
Ghana,August,48.28,37.57
Niger,August,32.5,33.25
Eritrea,May,29.82,37.22
Ivory Coast,June,26.6,66.06
Eswatini,May,33.04,51.97
Gambia,August,43.94,62.58
Niger,July,31.97,35.51
Burkina Faso,July,22.46,24.29
Tanzania,July,27.66,48.81
Guinea-Bissau,July,34.68,28.98
Uganda,August,24.76,81.2
Lesotho,May,25.07,46.03
Gabon,June,35.34,74.45
Benin,July,37.31,66.38
Morocco,May,45.79,59.16
Tanzania,July,25.02,54.85
Eswatini,July,37.65,19.71
Angola,May,45.61,80.76
Congo,July,28.69,58.28
Rwanda,June,26.52,14.13
Morocco,June,23.9,47.81
Central African Republic,June,36.55,29.81
Libya,May,22.72,39.72
Guinea,August,40.25,37.72
Seychelles,July,20.66,24.72
Sudan,June,21.03,10.42
Uganda,May,48.77,77.43
Senegal,June,49.09,75.57
Kenya,May,26.78,28.86
Lesotho,May,34.68,68.23
Rwanda,August,37.83,33.73
Ethiopia,May,41.98,60.62
Mali,May,40.11,84.85
Lesotho,August,29.69,22.61
Nigeria,August,40.89,72.07
Senegal,May,42.56,55.39
Zambia,August,44.28,35.21
Tunisia,August,36.13,80.93
Somalia,May,24.02,59.96
Mozambique,July,20.62,55.76
Libya,June,22.28,27.81
Eritrea,June,43.68,52.44
Algeria,May,29.56,75.04
Ethiopia,May,42.04,18.52
Algeria,May,46.93,30.06
Tunisia,July,43.26,15.26
Tanzania,June,20.06,84.77
Burundi,August,30.0,87.32
Ethiopia,May,39.5,86.35
Egypt,July,42.2,26.38
Zambia,June,48.06,37.79
Ghana,June,22.97,20.34
Algeria,May,41.73,76.02
Ivory Coast,May,34.61,37.54
Ethiopia,July,24.62,12.39
Egypt,June,43.47,81.77
Algeria,May,23.07,21.88
South Sudan,May,36.87,35.89
Mauritania,August,33.94,29.36
Guinea-Bissau,May,25.92,10.06
Eritrea,July,20.25,47.22
Benin,June,36.22,25.9
Egypt,July,41.34,52.36
Angola,July,23.45,33.46
Zimbabwe,May,30.81,84.13
Libya,July,46.49,48.23
Uganda,June,27.83,74.52
Djibouti,August,28.97,73.89
Botswana,June,21.57,35.35
Zambia,July,45.16,59.54
Tunisia,August,38.45,62.32
Liberia,June,30.0,87.85
Chad,July,22.49,89.09
Eswatini,August,27.31,79.27
Libya,June,26.36,27.88
Zambia,August,32.19,61.15
Zambia,May,20.57,42.34
Mozambique,May,49.17,59.32
Malawi,May,22.74,11.42
Zimbabwe,July,49.77,25.31
Tanzania,August,23.26,52.11
Central African Republic,August,40.18,75.32
Mozambique,July,42.2,76.47
Uganda,June,21.7,64.18
Kenya,July,36.76,76.2
Gabon,July,32.99,35.72
Togo,May,35.48,53.15
Mauritius,June,36.7,86.16
Guinea-Bissau,May,21.26,19.26
Mauritius,June,29.02,54.34
Guinea,June,32.03,79.21
Zimbabwe,July,40.5,63.43
Djibouti,August,22.46,47.1
Liberia,July,33.75,52.64
Equatorial Guinea,May,34.81,18.81
Congo,August,30.77,45.73
Egypt,July,27.16,15.41
Zambia,August,39.69,67.03
Rwanda,August,40.87,43.98
Togo,July,38.47,21.89
Mauritius,July,49.61,45.36
Cameroon,August,36.63,47.7
Lesotho,May,47.87,41.33
Sudan,June,46.0,60.45
Tanzania,August,36.82,45.33
Nigeria,July,23.79,17.68
Egypt,August,30.45,41.73
Guinea,August,32.15,16.31
Namibia,July,47.25,42.53
Equatorial Guinea,June,45.72,71.64
Central African Republic,July,41.13,43.15
Central African Republic,June,21.97,69.87
Kenya,May,45.48,37.56
Burkina Faso,July,34.59,24.1
Sierra Leone,May,42.06,60.06
Morocco,May,38.5,80.44
Niger,July,26.51,53.92
Djibouti,June,45.0,16.85
Gabon,May,35.22,45.65
Madagascar,June,22.08,24.31
Comoros,June,20.85,61.67
Tunisia,August,30.25,74.39
Cabo Verde,June,20.23,68.76
Ivory Coast,May,23.85,46.1
Malawi,August,40.6,20.66
Egypt,August,33.23,69.86
South Africa,August,21.84,89.17
Seychelles,July,21.68,56.72
South Africa,August,32.05,68.69
Zimbabwe,May,47.88,71.03
Egypt,August,49.53,10.05
Liberia,June,24.93,49.53
Cameroon,May,43.31,50.59
Togo,June,47.11,28.77
Lesotho,July,36.38,50.97
Mauritania,May,45.64,27.8
Eswatini,July,29.09,54.02
Ghana,August,35.11,18.05
Central African Republic,August,22.68,54.61
Nigeria,May,42.33,23.01
Tunisia,June,20.27,40.15
Mali,August,42.1,86.99
Namibia,June,37.56,44.18
Sudan,July,24.94,77.05
Ghana,May,39.02,36.86
Equatorial Guinea,June,44.75,69.69
Liberia,August,31.92,10.87
Algeria,June,47.95,74.2
Chad,August,37.7,14.97
Lesotho,May,46.42,56.79
Morocco,July,29.59,29.69
Djibouti,June,41.57,35.76
Guinea-Bissau,July,29.37,50.34
Central African Republic,August,32.2,35.15
Uganda,June,35.04,32.63
Burkina Faso,May,31.5,68.44
Somalia,July,28.03,27.11
South Africa,June,28.57,18.61
Morocco,June,21.73,79.42
South Sudan,July,29.33,44.87
Liberia,June,44.64,35.33
Democratic Republic of the Congo,May,30.51,69.85
Somalia,August,20.62,10.18
Zambia,July,44.09,14.57
Benin,August,33.85,78.36
Equatorial Guinea,June,22.71,43.53
Namibia,June,44.58,18.01
Togo,June,44.63,27.48
Central African Republic,May,20.36,49.9
Namibia,July,33.5,79.65
Morocco,June,20.56,57.9
Uganda,June,33.86,63.69
Sudan,May,46.65,79.21
Zimbabwe,June,35.41,20.58
Algeria,August,30.73,86.95
Guinea,July,22.4,57.03
South Africa,June,41.41,30.83
South Sudan,May,45.17,45.08
South Africa,August,25.49,61.74
Gambia,August,20.29,82.37
Mauritania,June,23.25,76.9
Algeria,May,39.91,83.89
South Africa,July,44.25,41.85
Botswana,June,21.75,73.07
Djibouti,July,21.63,57.69
Ethiopia,May,43.83,72.63
Niger,June,40.41,85.64
Equatorial Guinea,August,36.14,55.16
Ivory Coast,May,35.87,88.62
Guinea-Bissau,July,46.81,85.22
Senegal,May,22.88,70.13
South Africa,May,26.15,50.87
Algeria,August,24.44,11.07
Cabo Verde,May,29.35,53.98
Mozambique,August,20.96,19.94
South Africa,August,49.35,85.38
Ethiopia,June,32.1,51.12
Guinea-Bissau,June,29.5,28.65
Burundi,June,44.89,82.71
Rwanda,June,25.94,62.71
Namibia,May,41.56,83.44
Tanzania,May,22.03,22.64
Namibia,August,30.69,19.26
Zambia,May,37.75,53.92
Cabo Verde,July,32.22,89.13
South Sudan,August,37.49,77.69
Congo,May,45.44,32.35
Guinea-Bissau,May,39.48,43.02
Zambia,July,31.9,12.86
Senegal,August,22.19,63.26
Cameroon,May,33.55,76.45
Djibouti,June,46.27,76.64
Sao Tome and Principe,May,47.65,37.64
Ivory Coast,August,22.94,34.8
Ivory Coast,May,26.79,13.62
Burkina Faso,May,36.8,12.31
Sao Tome and Principe,May,20.92,41.53
Cabo Verde,July,26.39,57.47
Equatorial Guinea,May,26.54,59.49
Democratic Republic of the Congo,July,20.19,17.53
Senegal,June,38.92,48.16
Mozambique,August,20.06,39.6
Zimbabwe,May,36.55,40.26
Burundi,June,47.21,86.3
Egypt,August,43.57,47.55
Sudan,June,38.76,82.68
Chad,July,21.54,58.96
Mauritania,May,43.59,70.01
Namibia,August,24.34,79.2
Gabon,August,22.25,22.24
Kenya,July,37.08,60.54
Eswatini,June,47.11,13.27
South Sudan,June,27.75,39.24
Madagascar,July,44.01,29.58
Namibia,August,30.43,18.68
Botswana,July,35.72,87.75
Mali,July,21.51,65.76
Nigeria,July,31.44,22.48
Uganda,August,21.0,22.98
Guinea,May,41.01,59.47
Mauritius,August,28.19,70.13
Chad,May,20.82,38.76
Gambia,July,43.77,31.55
Central African Republic,June,23.63,49.93
Niger,May,39.6,23.23
Central African Republic,May,27.35,11.95
Angola,July,31.97,40.53
Mauritania,August,41.45,12.22
Botswana,July,35.29,61.26
Cabo Verde,June,38.42,65.65
Rwanda,May,35.3,33.9
Gambia,August,43.84,31.41
Liberia,June,34.53,22.07
Mozambique,August,28.06,50.78
Sierra Leone,May,43.27,84.01
Democratic Republic of the Congo,July,48.35,23.59
Cameroon,June,26.65,42.0
Comoros,July,20.93,23.23
Eswatini,May,29.64,41.17
Mauritius,August,45.71,36.52
Senegal,May,37.93,15.28
Mali,July,41.63,66.59
Ethiopia,July,23.02,62.89
Algeria,June,43.42,81.64
Ivory Coast,July,36.93,44.48
Burundi,June,20.74,63.23
Sao Tome and Principe,July,35.3,24.74
Mozambique,August,49.23,72.27
Zambia,July,39.19,49.56
Madagascar,May,45.68,87.13
Guinea-Bissau,July,30.76,83.88
Seychelles,July,26.14,51.8
Madagascar,June,21.35,51.67
Algeria,August,21.79,23.21
Central African Republic,May,31.98,27.17
Democratic Republic of the Congo,May,42.41,34.89
Burundi,July,31.66,10.63
Sudan,June,46.12,21.71
Sudan,June,40.98,66.32
Guinea-Bissau,June,43.56,59.12
Central African Republic,August,21.3,70.49
Ivory Coast,August,43.89,80.36
South Africa,July,20.12,37.33
Congo,August,46.64,77.47
Djibouti,July,40.92,36.47
Liberia,May,29.86,44.11
Equatorial Guinea,August,24.48,73.4
Burkina Faso,June,29.42,43.37
Algeria,August,38.9,76.59
Chad,August,32.0,61.05
Sao Tome and Principe,June,40.26,66.88
Lesotho,May,47.72,44.48
Central African Republic,June,43.47,44.83
Guinea-Bissau,August,28.15,32.47
Eswatini,August,28.08,49.73
South Africa,June,23.93,84.56
Senegal,May,20.99,43.44
Togo,June,46.25,68.66
Mauritius,May,32.58,24.18
Nigeria,July,33.44,25.15
Eritrea,August,21.75,31.48
Cameroon,August,47.53,67.06
Zambia,June,43.84,30.1
Guinea-Bissau,August,32.48,20.91
Liberia,May,23.3,68.04
Chad,August,38.44,55.7
Gabon,August,21.69,24.5
Malawi,June,42.75,87.74
Liberia,July,25.28,57.7
Niger,May,38.3,26.9
Ghana,July,29.0,54.7
Ethiopia,June,20.6,37.25
Madagascar,August,28.0,26.28
Sao Tome and Principe,July,46.02,73.67
Sierra Leone,June,25.82,85.58
Burundi,August,28.58,79.48
South Africa,July,26.92,62.06
Mauritius,May,45.54,58.15
Sierra Leone,May,33.97,59.32
Cabo Verde,May,23.95,80.9
Niger,June,22.05,76.05
Gambia,August,36.56,46.04
Somalia,June,24.8,54.35
Eritrea,June,44.14,23.59
Senegal,August,41.17,15.09
Sao Tome and Principe,May,36.15,52.79
Chad,June,22.94,75.61
Niger,June,45.94,61.13
Sierra Leone,June,49.38,51.4
Cabo Verde,June,20.39,49.53
Tunisia,June,30.36,86.76
Burundi,June,22.77,68.72
Mali,June,40.94,85.83
Niger,July,47.85,31.1
Ethiopia,July,38.64,41.36
Mauritius,July,20.46,24.4
Gabon,August,31.61,37.36
Togo,May,44.55,39.54
Gambia,July,21.08,61.46
Tunisia,August,38.54,40.21
Sudan,August,37.43,63.02
Guinea,May,30.61,79.32
Seychelles,July,39.04,12.92
Burundi,June,48.68,76.62
Burundi,July,42.86,13.54
Algeria,May,42.37,26.23
Libya,June,33.12,87.81
Namibia,June,47.27,44.72
Libya,July,29.02,68.14
Rwanda,May,24.22,25.14
Mauritania,May,46.25,83.78
Senegal,July,31.19,76.92
Namibia,August,39.43,52.36
Namibia,July,34.95,43.81
Mauritania,May,37.21,57.19
Libya,May,33.62,56.63
Kenya,June,30.38,86.47
Ethiopia,June,23.61,87.04
Comoros,July,39.2,50.48
Togo,August,32.16,71.44
Gambia,May,34.27,29.69
Cameroon,July,21.14,38.3
Zambia,June,23.29,71.34
Central African Republic,June,44.51,59.72
Mozambique,July,46.48,23.36
Ivory Coast,May,44.22,82.23
Burundi,August,38.04,11.02
Egypt,August,40.91,17.9
Burkina Faso,August,26.33,25.07
Egypt,July,24.74,20.12
Liberia,June,21.06,86.69
Uganda,August,40.94,20.39
Ivory Coast,July,48.41,87.33
Mauritania,August,39.15,46.36
Angola,August,31.98,34.52
Gambia,May,35.31,69.7
Mauritania,August,46.89,72.41
Guinea-Bissau,August,46.58,79.88
Seychelles,May,49.29,24.69
Comoros,August,46.3,30.2
Rwanda,June,37.11,33.42
Chad,June,35.78,82.53
Equatorial Guinea,May,46.71,66.96
Mozambique,August,23.38,31.57
Liberia,August,27.64,58.55
Senegal,August,34.97,23.37
Kenya,August,32.48,46.37
Togo,May,32.47,45.28
Kenya,August,38.16,80.38
Tunisia,August,36.51,14.65
Namibia,May,36.06,67.14
Eswatini,May,41.43,44.21
Ivory Coast,May,39.54,11.97
Burundi,May,22.05,16.9
Seychelles,August,31.11,84.63
Malawi,July,44.39,75.17
Congo,July,26.55,50.11
Mauritius,June,20.41,29.66
Malawi,June,25.47,60.67
Nigeria,June,20.12,39.64
Cabo Verde,July,28.2,20.81
Djibouti,July,34.31,19.01
Gambia,May,23.75,89.35
Comoros,August,43.61,62.58
Niger,July,31.59,28.84
Eritrea,August,47.52,20.75
Eritrea,June,43.97,84.07
Congo,May,23.26,10.59
South Africa,August,32.59,15.2
Egypt,May,36.77,21.06
South Sudan,June,48.57,75.17
Sao Tome and Principe,June,30.86,40.8
Mauritania,June,31.58,27.63
Tunisia,May,34.01,62.35
Ivory Coast,August,46.95,58.71
Guinea,July,31.41,34.77
Algeria,June,24.76,60.03
Congo,June,27.2,14.73
Zimbabwe,August,44.8,46.17
Ethiopia,June,20.06,47.56
Comoros,May,39.77,19.31
Mozambique,July,44.51,61.45
Cameroon,July,26.18,48.27
Burundi,July,35.57,54.85
Mauritania,May,32.18,51.26
Niger,July,21.81,20.09
Nigeria,August,21.15,57.34
Angola,June,40.26,44.16
Cameroon,May,33.76,85.6
Malawi,June,33.88,63.5
Botswana,July,47.69,64.44
Togo,May,35.58,13.56
Seychelles,July,49.05,69.96
Botswana,May,29.07,75.32
Seychelles,August,28.3,65.48
Cabo Verde,August,37.7,51.85
Djibouti,August,35.49,74.62
Tanzania,May,25.73,67.19
Lesotho,May,33.42,18.27
Guinea,July,28.42,55.8
Cameroon,June,31.68,10.18
Morocco,June,32.26,63.47
Libya,July,46.73,25.62
Guinea-Bissau,July,49.86,63.28
Sao Tome and Principe,May,20.02,25.1
Zimbabwe,July,29.25,48.96
Cameroon,July,45.07,30.06
Ethiopia,August,24.93,17.17
Somalia,June,26.84,66.93
Uganda,August,41.18,23.02
Kenya,August,36.18,66.54
Ethiopia,June,25.05,23.01
Sierra Leone,July,20.22,24.95
Madagascar,June,33.88,13.63
Djibouti,June,24.41,41.61
Madagascar,July,42.6,84.56
Somalia,August,21.78,15.1
Sao Tome and Principe,May,30.49,12.99
Morocco,August,28.96,18.44
Angola,May,27.38,65.11
Nigeria,May,38.97,21.42
Ghana,August,34.71,49.4
Eritrea,May,27.39,18.48
Eswatini,June,24.48,61.93
Mauritania,May,29.36,73.87
Senegal,June,46.53,73.54
Namibia,July,42.68,65.77
Libya,July,47.61,62.22
Malawi,August,37.28,40.96
Sao Tome and Principe,July,44.39,79.9
Seychelles,June,38.64,48.04
Tunisia,July,49.8,66.09
Cabo Verde,July,36.73,24.54
Zambia,May,32.58,77.62
